date,team,odds,prob,ev,stake,won,gain,bankroll
,cleveland cavaliers,2.48,0.44130407362881025,0.09443410259944951,29.263913882648758,0,-29.263913882648758,556.0143637703263
,new orleans pelicans,1.42,0.8297741292678495,0.1782792635603463,27.800718188516317,1,11.67630163917685,567.6906654095031
,denver nuggets,1.13,0.7944337124971643,-0.1022899048782044,0.0,1,0.0,567.6906654095031
,utah jazz,1.69,0.7427794869743749,0.25529733298669355,28.38453327047516,0,-28.38453327047516,539.306132139028
,phoenix suns,1.84,0.5844590032965555,0.0754045660656622,26.9653066069514,1,22.65085754983918,561.9569896888672
,indiana pacers,2.24,0.49571955929154254,0.11041181281305545,28.097849484443362,1,34.841333360709775,596.798323049577
,detroit pistons,2.32,0.3872275686293012,-0.1016320407800213,0.0,0,-0.0,596.798323049577
,dallas mavericks,1.84,0.6091000677408036,0.12074412464307871,29.83991615247885,1,25.065529568082237,621.8638526176592
,los angeles clippers,2.32,0.5061221994211743,0.17420350265712436,31.09319263088296,1,41.043014272765504,662.9068668904247
,philadelphia 76ers,2.27,0.47737683692427907,0.08364541981811346,33.14534334452124,0,-33.14534334452124,629.7615235459034
,atlanta hawks,1.37,0.6496850566044127,-0.10993147245195459,0.0,1,0.0,629.7615235459034
,miami heat,3.85,0.24833547881054613,-0.04390840657939743,0.0,0,-0.0,629.7615235459034
,brooklyn nets,1.41,0.6487629580195305,-0.085244229192462,0.0,1,0.0,629.7615235459034
,new york knicks,2.7,0.47563902737073205,0.2842253739009766,31.48807617729517,0,-31.48807617729517,598.2734473686082
,new orleans pelicans,2.06,0.6726727272787365,0.38570581819419725,29.91367236843041,1,31.708492710536238,629.9819400791445
,oklahoma city thunder,1.65,0.6613860481404938,0.0912869794318148,31.499097003957225,1,20.474413052572192,650.4563531317167
,denver nuggets,1.13,0.7978333546571806,-0.09844830923738597,0.0,1,0.0,650.4563531317167
,phoenix suns,1.43,0.7637220354666892,0.09212251071736544,32.522817656585836,1,13.984811592331907,664.4411647240486
,los angeles clippers,3.14,0.43206752809073007,0.35669203820489237,33.22205823620243,0,-33.22205823620243,631.2191064878461
,indiana pacers,2.39,0.4261454924569694,0.018487726972156948,8.395544244860547,0,-8.395544244860547,622.8235622429856
,portland trail blazers,2.77,0.3213364766246972,-0.10989795974958871,0.0,0,-0.0,622.8235622429856
,detroit pistons,3.29,0.2960026602253983,-0.026151247858439697,0.0,1,0.0,622.8235622429856
,atlanta hawks,2.36,0.5537135582068758,0.3067639973682269,31.141178112149284,1,42.35200223252302,665.1755644755086
,boston celtics,1.33,0.7788364361876495,0.03585246012957394,33.25877822377543,0,-33.25877822377543,631.9167862517332
,brooklyn nets,1.73,0.5835550137009574,0.009550173702656317,8.267006951134789,1,6.034915074328396,637.9517013260617
,cleveland cavaliers,1.14,0.8529641908002642,-0.0276208224876989,0.0,1,0.0,637.9517013260617
,los angeles lakers,3.62,0.2678889531172851,-0.030241989715427908,0.0,1,0.0,637.9517013260617
,philadelphia 76ers,2.42,0.41550578659790083,0.005524003566919955,2.4817235729914215,0,-2.4817235729914215,635.4699777530702
,san antonio spurs,3.09,0.3115580564025708,-0.037285605716056325,0.0,0,-0.0,635.4699777530702
,phoenix suns,1.13,0.8630127168492135,-0.024795629960388782,0.0,0,-0.0,635.4699777530702
,utah jazz,1.55,0.7640933925921792,0.18434475851787785,31.773498887653513,1,17.475424388209433,652.9454021412796
,golden state warriors,1.3,0.7257137385862714,-0.05657213983784712,0.0,1,0.0,652.9454021412796
,los angeles clippers,2.19,0.5706110229747557,0.2496381403147151,32.64727010706398,0,-32.64727010706398,620.2981320342157
,milwaukee bucks,1.73,0.5997267078117864,0.037527204514390455,31.014906601710784,1,22.64088181924887,642.9390138534645
,orlando magic,4.37,0.20848913759313165,-0.08890246871801466,0.0,0,-0.0,642.9390138534645
,minnesota timberwolves,1.44,0.6938290336210704,-0.0008861915856586688,0.0,0,-0.0,642.9390138534645
,golden state warriors,1.19,0.8313019701923021,-0.010750655471160525,0.0,1,0.0,642.9390138534645
,utah jazz,1.45,0.7621421849882405,0.10510616823294866,32.14695069267323,0,-32.14695069267323,610.7920631607913
,new orleans pelicans,1.72,0.6926032129477726,0.19127752627016886,30.539603158039565,1,21.988514273788486,632.7805774345798
,san antonio spurs,4.25,0.22443801561631535,-0.046138433630659725,0.0,0,-0.0,632.7805774345798
,boston celtics,1.68,0.637380824735547,0.07079978555571897,31.63902887172899,1,21.514539632775712,654.2951170673555
,detroit pistons,2.99,0.3150127365351189,-0.05811191775999436,0.0,0,-0.0,654.2951170673555
,washington wizards,1.74,0.6237249086958334,0.08528134113075014,32.71475585336778,0,-32.71475585336778,621.5803612139877
,sacramento kings,1.6,0.7324015437037295,0.1718424699259672,31.079018060699383,1,18.64741083641963,640.2277720504073
,indiana pacers,2.5,0.4841240161812745,0.21031004045318624,32.01138860252037,0,-32.01138860252037,608.216383447887
,charlotte hornets,2.85,0.45754378690138436,0.3039997926689454,30.41081917239435,0,-30.41081917239435,577.8055642754927
,orlando magic,4.32,0.2606791590063687,0.12613396690751266,21.95208069978966,0,-21.95208069978966,555.853483575703
,atlanta hawks,1.38,0.7322038123389425,0.010441261027740567,15.273187671560054,0,-15.273187671560054,540.5802959041429
,boston celtics,1.91,0.6230462362167959,0.19001831117408008,27.029014795207146,1,24.596403463638502,565.1766993677813
,houston rockets,3.38,0.3476841038360622,0.17517227096589016,28.258834968389067,1,67.25602722476597,632.4327265925473
,memphis grizzlies,2.5,0.6870678629364695,0.7176696573411736,31.621636329627364,1,47.432454494441046,679.8651810869883
,phoenix suns,2.13,0.5002273824778535,0.06548432467782783,33.993259054349416,0,-33.993259054349416,645.8719220326388
,indiana pacers,5.55,0.25983129959870754,0.44206371277282686,32.29359610163194,1,146.93586226242533,792.8077842950642
,cleveland cavaliers,1.4,0.7113856423902318,-0.0040601006536755135,0.0,1,0.0,792.8077842950642
,miami heat,1.3,0.8262348840601283,0.0741053492781669,39.64038921475321,0,-39.64038921475321,753.1673950803109
,dallas mavericks,2.36,0.43205206125267237,0.019642864556306705,10.878209654256537,1,14.794365129788888,767.9617602100998
,orlando magic,2.85,0.3434648514916574,-0.021125173248776385,0.0,1,0.0,767.9617602100998
,charlotte hornets,4.25,0.24430015921384865,0.03827567665885678,9.044386467744088,0,-9.044386467744088,758.9173737423557
,new york knicks,1.64,0.559076653178843,-0.08311428878669747,0.0,1,0.0,758.9173737423557
,los angeles lakers,5.35,0.3755248121302818,1.0090577448970077,37.94586868711779,0,-37.94586868711779,720.9715050552379
,washington wizards,2.45,0.41565738216020603,0.01836058629250492,9.129282436554375,0,-9.129282436554375,711.8422226186835
,memphis grizzlies,1.21,0.7772556507252253,-0.05952066262247743,0.0,1,0.0,711.8422226186835
,sacramento kings,2.77,0.3392469626069864,-0.060285913578647654,0.0,0,-0.0,711.8422226186835
,minnesota timberwolves,1.44,0.6522888615882706,-0.06070403931289037,0.0,1,0.0,711.8422226186835
,new orleans pelicans,1.11,0.8409956974553268,-0.06649477582458721,0.0,1,0.0,711.8422226186835
,golden state warriors,2.58,0.5024463319871489,0.2963115365268443,35.59211113093418,0,-35.59211113093418,676.2501114877493
,los angeles clippers,2.86,0.308873751552964,-0.116621070558523,0.0,0,-0.0,676.2501114877493
,denver nuggets,1.7,0.4974993050381793,-0.1542511814350952,0.0,1,0.0,676.2501114877493
,washington wizards,2.24,0.42183734244506027,-0.055084352923064794,0.0,0,-0.0,676.2501114877493
,orlando magic,3.52,0.34727550785870814,0.22240978766265274,33.812505574387465,1,85.20751404745641,761.4576255352058
,atlanta hawks,3.1,0.3651035202226947,0.13182091269035356,38.07288127676029,0,-38.07288127676029,723.3847442584455
,cleveland cavaliers,1.56,0.6716920789686591,0.04783964319110828,36.169237212922276,0,-36.169237212922276,687.2155070455232
,philadelphia 76ers,1.46,0.7456596081243055,0.08866302786148605,34.36077535227616,1,15.80595666204703,703.0214637075702
,memphis grizzlies,1.16,0.8097294315409117,-0.06071385941254248,0.0,1,0.0,703.0214637075702
,new orleans pelicans,1.86,0.6013357086119496,0.1184844180182264,35.151073185378515,1,30.229922939425524,733.2513866469957
,utah jazz,1.8,0.6171504112514162,0.11087074025254923,36.66256933234978,0,-36.66256933234978,696.5888173146459
,dallas mavericks,1.85,0.5693202937195954,0.05324254338125145,34.829440865732295,0,-34.829440865732295,661.7593764489136
,san antonio spurs,5.15,0.18264170909003194,-0.05939519818633543,0.0,1,0.0,661.7593764489136
,brooklyn nets,3.21,0.5108810504788398,0.6399281720370759,33.08796882244568,1,73.12441109760495,734.8837875465185
,washington wizards,2.46,0.5552719346698501,0.36596895928783135,36.74418937732593,0,-36.74418937732593,698.1395981691926
,cleveland cavaliers,1.46,0.7395543373299994,0.07974933250179911,34.90697990845963,1,16.05721075789143,714.196808927084
,dallas mavericks,2.42,0.5638406499939488,0.36449437298535603,35.7098404463542,0,-35.7098404463542,678.4869684807298
,boston celtics,1.64,0.6703360559836089,0.09935113181311855,33.924348424036495,0,-33.924348424036495,644.5626200566934
,utah jazz,4.53,0.3737294758138598,0.6929945254367851,32.22813100283467,0,-32.22813100283467,612.3344890538588
,minnesota timberwolves,2.47,0.5067628968690034,0.25170435526643864,30.61672445269294,0,-30.61672445269294,581.7177646011659
,new orleans pelicans,1.55,0.6340457780685168,-0.01722904399379893,0.0,1,0.0,581.7177646011659
,detroit pistons,2.49,0.5343255655216321,0.3304706581488641,29.085888230058295,0,-29.085888230058295,552.6318763711075
,sacramento kings,2.0,0.4868383134554874,-0.02632337308902516,0.0,0,-0.0,552.6318763711075
,orlando magic,2.81,0.38325457606926233,0.07694535875462716,23.49307071083847,1,42.52245798661763,595.1543343577251
,charlotte hornets,4.13,0.23467077817278825,-0.030809686146384574,0.0,0,-0.0,595.1543343577251
,atlanta hawks,1.55,0.5926734766881752,-0.08135611113332847,0.0,1,0.0,595.1543343577251
,houston rockets,3.9,0.25948895453252635,0.01200692267685266,2.4641283011816966,1,7.14597207342692,602.3003064311521
,washington wizards,2.59,0.4152977349735702,0.07562113358154676,28.645680458387865,0,-28.645680458387865,573.6546259727642
,memphis grizzlies,1.2,0.7496737903636033,-0.10039145156367613,0.0,1,0.0,573.6546259727642
,dallas mavericks,1.24,0.7515192451037486,-0.06811613607135178,0.0,1,0.0,573.6546259727642
,san antonio spurs,3.66,0.33819163185399126,0.23778137258560805,28.68273129863821,1,76.29606525437764,649.9506912271418
,minnesota timberwolves,2.22,0.48053345181100476,0.06678426302043061,32.49753456135709,0,-32.49753456135709,617.4531566657847
,boston celtics,1.49,0.7108530530892683,0.05917104910300974,30.87265783328924,0,-30.87265783328924,586.5804988324954
,philadelphia 76ers,1.5,0.6719414406263919,0.007912160939587909,9.282238621572922,1,4.641119310786461,591.221618143282
,milwaukee bucks,1.63,0.7025143320754319,0.14509836128295395,29.561080907164097,1,18.623480971513377,609.8450991147953
,phoenix suns,1.33,0.6936524587784446,-0.07744222982466861,0.0,0,-0.0,609.8450991147953
,new orleans pelicans,1.67,0.5896967381152147,-0.015206447347591467,0.0,0,-0.0,609.8450991147953
,boston celtics,1.51,0.6967016701845017,0.05201952197859755,30.492254955739767,1,15.551050027427282,625.3961491422226
,charlotte hornets,1.5,0.6043948096546459,-0.0934077855180312,0.0,0,-0.0,625.3961491422226
,golden state warriors,1.71,0.5961249784621224,0.019373713170229345,17.065134663728724,0,-17.065134663728724,608.3310144784939
,atlanta hawks,1.61,0.4964885799792243,-0.20065338623344886,0.0,0,-0.0,608.3310144784939
,sacramento kings,2.37,0.43889956361706906,0.04019196577245365,17.846729424993892,1,24.450019312241633,632.7810337907355
,new york knicks,2.15,0.4491274080880216,-0.034376072610753594,0.0,1,0.0,632.7810337907355
,oklahoma city thunder,2.04,0.4525868906043785,-0.07672274316706784,0.0,0,-0.0,632.7810337907355
,san antonio spurs,3.03,0.40262396594462735,0.21995061681222083,31.639051689536775,0,-31.639051689536775,601.1419821011987
,dallas mavericks,1.63,0.6767664371887417,0.10312929261764897,30.057099105059933,0,-30.057099105059933,571.0848829961387
,washington wizards,5.13,0.22670406818388672,0.1629918697833389,22.538061231123482,0,-22.538061231123482,548.5468217650152
,minnesota timberwolves,2.95,0.37008640196713216,0.09175488580303992,25.81120563521511,0,-25.81120563521511,522.7356161298002
,miami heat,1.63,0.5479829657137725,-0.10678776588655092,0.0,1,0.0,522.7356161298002
,memphis grizzlies,1.57,0.6410979441358322,0.0065237722932566244,5.9828212793088085,1,3.4102081292060213,526.1458242590062
,los angeles clippers,2.67,0.54990256139733,0.46823983893087096,26.30729121295031,0,-26.30729121295031,499.8385330460559
,atlanta hawks,2.03,0.55671392044601,0.13012925850540014,24.991926652302794,1,25.741684451871873,525.5802174979277
,detroit pistons,2.75,0.3765995802134381,0.0356488455869548,10.706473152652427,0,-10.706473152652427,514.8737443452753
,boston celtics,1.07,0.8345523021539675,-0.10702903669525475,0.0,0,-0.0,514.8737443452753
,indiana pacers,3.29,0.3056257379656053,0.005508677906841508,1.2385474324399917,0,-1.2385474324399917,513.6351969128353
,golden state warriors,3.9,0.41171364430340884,0.6056832127832945,25.681759845641768,0,-25.681759845641768,487.9534370671936
,chicago bulls,1.61,0.5637968788786806,-0.09228702500532421,0.0,0,-0.0,487.9534370671936
,minnesota timberwolves,2.34,0.5401734857289485,0.26400595660573944,24.397671853359682,1,32.69288028350197,520.6463173506955
,dallas mavericks,1.49,0.6188320673480595,-0.07794021965139131,0.0,1,0.0,520.6463173506955
,denver nuggets,1.69,0.5506673811154336,-0.06937212591491732,0.0,0,-0.0,520.6463173506955
,los angeles clippers,1.42,0.6948509464589332,-0.013311656028314911,0.0,1,0.0,520.6463173506955
,san antonio spurs,3.27,0.29896132297117484,-0.02239647388425825,0.0,0,-0.0,520.6463173506955
,dallas mavericks,3.45,0.4011436994527984,0.38394576311215445,26.032315867534777,0,-26.032315867534777,494.6140014831608
,milwaukee bucks,1.69,0.7188662620891837,0.21488398293072042,24.73070007415804,1,17.064183051169046,511.67818453432983
,oklahoma city thunder,4.3,0.30332670203324763,0.3043048187429648,25.583909226716493,1,84.42690044816442,596.1050849824942
,phoenix suns,1.6,0.6089182143446062,-0.02573085704862993,0.0,1,0.0,596.1050849824942
,boston celtics,1.16,0.8292999241740674,-0.03801208795808189,0.0,0,-0.0,596.1050849824942
,new york knicks,1.79,0.5759206562318636,0.03089797465503591,23.314480769021685,1,18.418439807527133,614.5235247900213
,detroit pistons,3.27,0.297263573199625,-0.027948115637226323,0.0,0,-0.0,614.5235247900213
,golden state warriors,2.63,0.5540554022947606,0.4571657080352203,30.726176239501065,1,50.083667270386734,664.607192060408
,minnesota timberwolves,1.87,0.6734117018798499,0.2592798825153194,33.2303596030204,1,28.910412854627754,693.5176049150358
,denver nuggets,1.21,0.8077031153446022,-0.02267923043303144,0.0,1,0.0,693.5176049150358
,los angeles lakers,1.57,0.7134532087890028,0.12012153779873436,34.67588024575179,1,19.765251740078522,713.2828566551143
,utah jazz,2.78,0.3841234910666995,0.0678633051654246,27.19423155643362,0,-27.19423155643362,686.0886250986807
,philadelphia 76ers,1.28,0.752739013023105,-0.036494063330425625,0.0,1,0.0,686.0886250986807
,orlando magic,3.23,0.27758309879499893,-0.10340659089215343,0.0,0,-0.0,686.0886250986807
,houston rockets,1.45,0.5913264007258164,-0.14257671894756618,0.0,0,-0.0,686.0886250986807
,minnesota timberwolves,2.43,0.5887517905280171,0.43066685098308155,34.30443125493404,1,49.05533669455568,735.1439617932364
,new orleans pelicans,1.77,0.6037619877697926,0.06865871835253295,36.75719808966182,0,-36.75719808966182,698.3867637035745
,oklahoma city thunder,2.19,0.5288940150411547,0.15827789294012884,34.919338185178724,1,41.554012440362676,739.9407761439372
,los angeles lakers,4.27,0.26888013834824503,0.14811819074700627,33.51641866127694,0,-33.51641866127694,706.4243574826603
,sacramento kings,1.15,0.7560674902286656,-0.13052238623703463,0.0,0,-0.0,706.4243574826603
,utah jazz,1.59,0.6331275925953758,0.0066728722266475304,7.989626229276898,1,4.71387947527337,711.1382369579337
,miami heat,1.72,0.7054350010030858,0.21334820172530744,35.556911847896686,0,-35.556911847896686,675.581325110037
,golden state warriors,2.57,0.4258800361135916,0.09451169281193039,33.77906625550185,0,-33.77906625550185,641.8022588545351
,phoenix suns,1.27,0.8399667236751064,0.06675773906738514,32.090112942726755,0,-32.090112942726755,609.7121459118084
,memphis grizzlies,1.73,0.6131253524301015,0.06070685970407552,30.485607295590423,0,-30.485607295590423,579.226538616218
,milwaukee bucks,1.95,0.46177962697030667,-0.09952972740790195,0.0,0,-0.0,579.226538616218
,philadelphia 76ers,1.09,0.8380833781364996,-0.08648911783121539,0.0,1,0.0,579.226538616218
,atlanta hawks,1.41,0.5970546858582401,-0.15815289293988155,0.0,0,-0.0,579.226538616218
,boston celtics,1.17,0.8111240996269242,-0.05098480343649872,0.0,0,-0.0,579.226538616218
,golden state warriors,4.42,0.3271140347248529,0.4458440334838498,28.961326930810902,0,-28.961326930810902,550.2652116854072
,new york knicks,1.64,0.7870993965848717,0.2908430103991896,27.51326058427036,0,-27.51326058427036,522.7519511011368
